"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"män","Samhällsbyggnad och byggteknik"," Kalmar län","Totalt",7,18,19,57,62,6,15,18,31,45,5,11,14,21,32,3,8,12,14,28
"män","Samhällsbyggnad och byggteknik"," Kalmar län","Heltid",6,6,3,13,15,5,5,3,8,15,4,3,3,6,10,3,3,3,4,8
"män","Samhällsbyggnad och byggteknik"," Kalmar län","Deltid",0,12,16,44,47,3,10,16,26,36,0,8,12,16,27,0,5,10,10,23
"män","Samhällsbyggnad och byggteknik"," Gotlands län","Totalt",9,11,9,15,18,6,9,7,9,9,6,9,6,4,7,6,6,0,4,7
"män","Samhällsbyggnad och byggteknik"," Gotlands län","Heltid",8,6,6,6,4,5,5,5,3,3,5,5,5,0,0,5,4,0,0,3
"män","Samhällsbyggnad och byggteknik"," Gotlands län","Deltid",0,5,3,9,14,0,4,0,6,7,3,4,0,4,6,0,3,0,4,6
"män","Samhällsbyggnad och byggteknik"," Blekinge län","Totalt",13,12,26,39,42,12,12,19,30,30,10,12,12,20,23,10,9,9,15,11
"män","Samhällsbyggnad och byggteknik"," Blekinge län","Heltid",10,5,3,10,8,10,5,3,10,8,8,5,0,6,6,8,4,0,3,0
"män","Samhällsbyggnad och byggteknik"," Blekinge län","Deltid",3,7,23,29,34,3,7,16,21,26,3,7,11,15,19,3,5,8,13,10
"män","Samhällsbyggnad och byggteknik"," Skåne län","Totalt",126,151,291,420,495,87,127,221,299,353,62,92,136,195,249,43,68,107,164,188
"män","Samhällsbyggnad och byggteknik"," Skåne län","Heltid",74,44,64,112,122,58,38,54,89,107,42,33,37,64,79,29,32,32,52,54
"män","Samhällsbyggnad och byggteknik"," Skåne län","Deltid",52,107,227,308,373,40,93,173,234,271,26,61,101,144,191,19,38,76,121,144
"män","Samhällsbyggnad och byggteknik"," Hallands län","Totalt",19,21,51,88,86,19,20,36,59,64,16,15,20,47,49,10,9,18,42,37
"män","Samhällsbyggnad och byggteknik"," Hallands län","Heltid",9,3,7,21,16,9,0,6,15,14,8,3,3,13,7,6,0,3,12,7
"män","Samhällsbyggnad och byggteknik"," Hallands län","Deltid",10,18,44,67,70,10,18,30,47,54,8,14,17,36,45,4,9,15,32,33
"män","Samhällsbyggnad och byggteknik"," Västra Götalands län","Totalt",152,152,305,451,576,133,135,232,331,415,107,105,149,233,281,83,78,123,186,215
"män","Samhällsbyggnad och byggteknik"," Västra Götalands län","Heltid",82,43,46,147,120,72,37,37,110,106,58,30,26,87,59,47,27,22,70,46
"män","Samhällsbyggnad och byggteknik"," Västra Götalands län","Deltid",70,109,259,304,456,62,100,200,241,334,50,77,126,158,237,37,52,102,122,175
"män","Samhällsbyggnad och byggteknik"," Värmlands län","Totalt",14,25,31,47,77,11,23,25,36,50,11,14,9,22,38,9,8,6,12,28
"män","Samhällsbyggnad och byggteknik"," Värmlands län","Heltid",7,3,0,7,15,6,0,3,7,14,6,0,0,4,11,5,0,0,3,8
"män","Samhällsbyggnad och byggteknik"," Värmlands län","Deltid",7,24,29,40,62,5,22,23,30,40,5,14,9,19,31,4,8,6,11,22
"män","Samhällsbyggnad och byggteknik"," Örebro län","Totalt",13,34,37,74,83,12,30,30,58,66,9,18,18,36,42,5,16,17,29,40
"män","Samhällsbyggnad och byggteknik"," Örebro län","Heltid",6,5,4,25,20,6,5,4,20,18,4,3,3,13,11,3,3,3,11,10
"män","Samhällsbyggnad och byggteknik"," Örebro län","Deltid",7,29,33,49,63,7,26,27,39,49,5,17,16,24,32,3,15,16,18,30
"män","Samhällsbyggnad och byggteknik"," Västmanlands län","Totalt",35,44,63,125,98,30,38,48,75,69,20,27,29,49,40,14,23,26,38,33
"män","Samhällsbyggnad och byggteknik"," Västmanlands län","Heltid",23,6,7,23,17,20,6,7,16,14,16,5,3,12,10,14,5,0,11,7
"män","Samhällsbyggnad och byggteknik"," Västmanlands län","Deltid",12,38,56,102,81,11,33,42,62,61,5,22,27,40,35,0,18,24,29,28
"män","Samhällsbyggnad och byggteknik"," Dalarnas län","Totalt",28,16,39,60,71,23,13,28,41,52,18,12,15,30,34,18,8,13,25,26
"män","Samhällsbyggnad och byggteknik"," Dalarnas län","Heltid",22,5,3,19,15,20,5,3,18,14,16,5,3,11,6,16,4,3,9,6
"män","Samhällsbyggnad och byggteknik"," Dalarnas län","Deltid",6,11,36,41,56,6,8,26,26,41,0,7,13,21,30,0,4,10,17,22
"män","Samhällsbyggnad och byggteknik"," Gävleborgs län","Totalt",29,19,44,79,74,23,15,29,56,55,17,13,16,42,33,14,12,12,31,28
"män","Samhällsbyggnad och byggteknik"," Gävleborgs län","Heltid",24,8,9,21,17,20,6,6,16,16,14,5,6,12,6,11,4,4,7,6
"män","Samhällsbyggnad och byggteknik"," Gävleborgs län","Deltid",5,11,35,58,57,5,10,24,43,44,5,9,11,31,29,4,8,9,25,23
"män","Samhällsbyggnad och byggteknik"," Västernorrlands län","Totalt",12,18,28,60,39,11,16,21,44,34,9,12,11,29,22,8,10,11,24,15
"män","Samhällsbyggnad och byggteknik"," Västernorrlands län","Heltid",10,3,3,9,13,9,0,3,7,12,7,0,0,5,5,6,3,0,4,5
"män","Samhällsbyggnad och byggteknik"," Västernorrlands län","Deltid",0,17,26,51,26,3,15,19,39,22,3,11,11,26,17,3,9,11,22,10
"män","Samhällsbyggnad och byggteknik"," Jämtlands län","Totalt",9,13,19,43,32,8,11,13,29,27,5,7,11,20,20,4,4,8,16,14
"män","Samhällsbyggnad och byggteknik"," Jämtlands län","Heltid",6,3,5,13,9,6,3,3,7,8,5,3,3,5,6,4,3,3,4,5
"män","Samhällsbyggnad och byggteknik"," Jämtlands län","Deltid",3,10,14,30,23,3,8,11,23,19,0,4,9,16,14,0,3,7,12,9
"män","Samhällsbyggnad och byggteknik"," Västerbottens län","Totalt",14,9,39,69,50,14,7,26,43,39,9,3,17,33,24,6,3,12,27,16
"män","Samhällsbyggnad och byggteknik"," Västerbottens län","Heltid",8,0,6,18,14,8,3,6,12,13,4,0,6,11,6,3,3,4,8,4
"män","Samhällsbyggnad och byggteknik"," Västerbottens län","Deltid",6,7,33,51,36,6,5,20,36,30,5,3,11,27,20,4,0,8,20,13
"män","Samhällsbyggnad och byggteknik"," Norrbottens län","Totalt",8,8,13,42,25,8,7,10,26,22,5,6,8,22,15,3,6,7,16,11
"män","Samhällsbyggnad och byggteknik"," Norrbottens län","Heltid",6,3,0,8,7,6,3,0,6,6,5,3,0,5,0,3,3,3,4,3
"män","Samhällsbyggnad och byggteknik"," Norrbottens län","Deltid",3,5,11,34,18,0,4,8,21,16,0,3,6,18,13,0,3,6,12,9
"män","Samhällsbyggnad och byggteknik","Uppgift saknas","Totalt",7,5,13,29,34,5,5,12,17,22,4,3,6,13,12,0,3,3,10,9
"män","Samhällsbyggnad och byggteknik","Uppgift saknas","Heltid",3,3,3,8,11,3,3,0,5,10,0,0,0,4,3,0,3,0,3,0
"män","Samhällsbyggnad och byggteknik","Uppgift saknas","Deltid",4,3,12,21,23,3,3,11,14,14,3,0,5,10,9,0,3,3,8,7
"män","Säkerhetstjänster","Samtliga län","Totalt",103,140,145,298,432,90,128,125,215,372,77,107,106,207,346,47,72,75,165,259
"män","Säkerhetstjänster","Samtliga län","Heltid",0,0,45,68,0,0,0,45,68,0,0,0,43,66,0,0,0,26,9,0
"män","Säkerhetstjänster","Samtliga län","Deltid",103,140,100,230,432,90,128,93,206,372,77,107,76,200,346,47,72,55,158,259
"män","Säkerhetstjänster"," Stockholms län","Totalt",62,74,56,133,177,51,67,49,96,150,44,54,42,93,139,30,37,30,80,107
"män","Säkerhetstjänster"," Stockholms län","Heltid",0,0,19,33,0,0,0,19,33,0,0,0,18,32,0,0,0,12,6,0
"män","Säkerhetstjänster"," Stockholms län","Deltid",62,74,37,100,177,51,67,35,91,150,44,54,29,89,139,30,37,19,75,107
"män","Säkerhetstjänster"," Uppsala län","Totalt",5,11,8,12,33,4,10,7,9,27,4,7,7,9,25,0,7,4,8,22
"män","Säkerhetstjänster"," Uppsala län","Heltid",0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"män","Säkerhetstjänster"," Uppsala län","Deltid",5,11,7,10,33,4,10,7,9,27,4,7,7,9,25,3,7,4,8,22
"män","Säkerhetstjänster"," Södermanlands län","Totalt",3,4,7,4,9,3,4,6,3,9,0,4,5,3,7,0,3,4,3,5
"män","Säkerhetstjänster"," Södermanlands län","Heltid",0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0
"män","Säkerhetstjänster"," Södermanlands län","Deltid",3,4,4,3,9,3,4,4,3,9,3,4,4,3,7,3,3,3,3,5
"män","Säkerhetstjänster"," Östergötlands län","Totalt",4,3,7,15,16,4,3,7,13,15,3,3,4,13,14,3,0,0,9,8
"män","Säkerhetstjänster"," Östergötlands län","Heltid",0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0
"män","Säkerhetstjänster"," Östergötlands län","Deltid",4,3,5,12,16,4,3,5,12,15,3,3,3,12,14,0,0,0,8,8
"män","Säkerhetstjänster"," Jönköpings län","Totalt",0,0,5,7,3,0,3,3,6,3,0,3,3,6,3,0,0,3,3,0
"män","Säkerhetstjänster"," Jönköpings län","Heltid",0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
"män","Säkerhetstjänster"," Jönköpings län","Deltid",0,3,3,6,3,0,0,0,6,3,0,0,3,6,3,0,0,3,3,0
"män","Säkerhetstjänster"," Kronobergs län","Totalt",0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
"män","Säkerhetstjänster"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Kronobergs län","Deltid",3,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Kalmar län","Totalt",0,3,0,0,8,0,0,0,3,6,0,0,0,3,6,0,0,0,0,4
"män","Säkerhetstjänster"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Säkerhetstjänster"," Kalmar län","Deltid",0,0,0,0,8,0,0,0,0,6,0,0,0,0,6,0,3,0,0,4
"män","Säkerhetstjänster"," Gotlands län","Totalt",0,0,0,3,6,0,0,0,3,4,0,0,0,3,4,0,0,0,0,3
"män","Säkerhetstjänster"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Gotlands län","Deltid",0,0,0,3,6,0,0,0,0,4,0,0,0,3,4,0,0,0,0,3
"män","Säkerhetstjänster"," Blekinge län","Totalt",3,3,3,3,11,0,0,0,0,7,0,0,0,3,7,0,0,0,0,4
"män","Säkerhetstjänster"," Blekinge län","Heltid",0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Blekinge län","Deltid",3,3,0,0,11,0,3,0,3,7,3,3,0,3,7,0,0,0,0,4
"män","Säkerhetstjänster"," Skåne län","Totalt",12,9,22,22,38,11,8,20,17,34,10,7,15,17,33,5,4,12,12,26
"män","Säkerhetstjänster"," Skåne län","Heltid",0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,3,0,0
"män","Säkerhetstjänster"," Skåne län","Deltid",12,9,17,17,38,11,8,16,17,34,10,7,11,17,33,5,4,10,12,26
"män","Säkerhetstjänster"," Hallands län","Totalt",0,5,0,3,12,0,5,3,3,11,0,5,0,3,10,0,0,0,0,8
"män","Säkerhetstjänster"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Hallands län","Deltid",3,5,3,3,12,0,5,0,3,11,3,5,0,3,10,0,0,3,0,8
"män","Säkerhetstjänster"," Västra Götalands län","Totalt",11,12,22,62,46,11,11,16,41,39,8,9,16,38,36,5,6,11,30,27
"män","Säkerhetstjänster"," Västra Götalands län","Heltid",0,0,11,12,0,0,0,11,12,0,0,0,11,11,0,0,0,8,0,0
"män","Säkerhetstjänster"," Västra Götalands län","Deltid",11,12,11,50,46,11,11,9,40,39,8,9,9,38,36,5,6,7,30,27
"män","Säkerhetstjänster"," Värmlands län","Totalt",3,0,3,0,10,3,3,3,0,9,3,3,0,0,9,0,3,3,0,5
"män","Säkerhetstjänster"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Värmlands län","Deltid",3,0,3,0,10,0,3,3,0,9,0,3,0,0,9,0,3,0,0,5
"män","Säkerhetstjänster"," Örebro län","Totalt",0,0,0,10,11,0,3,0,7,10,0,0,0,7,10,3,0,0,6,7
"män","Säkerhetstjänster"," Örebro län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Örebro län","Deltid",0,0,0,8,11,0,3,0,7,10,3,3,0,7,10,0,0,0,6,7
"män","Säkerhetstjänster"," Västmanlands län","Totalt",3,6,4,7,15,3,6,3,6,12,0,5,3,4,12,0,3,3,3,8
"män","Säkerhetstjänster"," Västmanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Västmanlands län","Deltid",0,6,4,7,15,3,6,3,6,12,0,5,3,4,12,0,3,3,3,8
"män","Säkerhetstjänster"," Dalarnas län","Totalt",0,3,3,0,3,0,0,0,0,3,0,3,3,3,3,0,0,0,3,3
"män","Säkerhetstjänster"," Dalarnas län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Dalarnas län","Deltid",0,3,0,3,3,0,3,0,0,3,0,3,3,0,3,0,0,0,0,0
"män","Säkerhetstjänster"," Gävleborgs län","Totalt",0,3,0,7,9,0,0,3,3,9,0,0,0,3,7,0,0,0,3,4
"män","Säkerhetstjänster"," Gävleborgs län","Heltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"män","Säkerhetstjänster"," Gävleborgs län","Deltid",0,3,0,4,9,0,0,0,3,9,0,3,0,3,7,0,3,0,0,4
"män","Säkerhetstjänster"," Västernorrlands län","Totalt",0,0,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3
"män","Säkerhetstjänster"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Västernorrlands län","Deltid",0,0,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,3,3
"män","Säkerhetstjänster"," Jämtlands län","Totalt",0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3
"män","Säkerhetstjänster"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Jämtlands län","Deltid",0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3
"män","Säkerhetstjänster"," Västerbottens län","Totalt",0,0,3,3,7,0,0,0,0,6,0,0,3,0,6,0,0,0,0,6
"män","Säkerhetstjänster"," Västerbottens län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster"," Västerbottens län","Deltid",0,0,3,0,7,0,0,3,0,6,0,0,3,0,6,0,0,3,0,6
"män","Säkerhetstjänster"," Norrbottens län","Totalt",0,3,0,5,5,0,3,3,4,5,0,3,0,4,5,0,3,3,4,4
"män","Säkerhetstjänster"," Norrbottens län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"män","Säkerhetstjänster"," Norrbottens län","Deltid",3,3,3,4,5,0,3,3,4,5,0,3,0,4,5,0,3,0,4,4
"män","Säkerhetstjänster","Uppgift saknas","Totalt",0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3
"män","Säkerhetstjänster","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Säkerhetstjänster","Uppgift saknas","Deltid",0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
"män","Teknik och tillverkning","Samtliga län","Totalt",1049,622,1088,1671,2802,900,583,980,1372,2292,685,435,710,1005,1661,534,373,640,814,1321
"män","Teknik och tillverkning","Samtliga län","Heltid",479,218,369,982,1466,453,210,337,781,1235,367,161,267,590,827,309,134,234,495,694
"män","Teknik och tillverkning","Samtliga län","Deltid",570,404,719,689,1336,475,386,668,657,1182,330,281,460,448,911,233,244,417,333,673
"män","Teknik och tillverkning"," Stockholms län","Totalt",183,76,206,317,569,154,71,175,249,456,98,40,119,154,303,62,28,107,123,212
"män","Teknik och tillverkning"," Stockholms län","Heltid",57,30,67,184,256,50,28,56,139,220,34,18,37,82,121,24,12,33,67,93
"män","Teknik och tillverkning"," Stockholms län","Deltid",126,46,139,133,313,111,45,127,128,268,65,24,87,81,195,38,18,76,58,129
"män","Teknik och tillverkning"," Uppsala län","Totalt",28,23,33,52,79,26,22,30,41,70,14,16,23,30,43,9,14,19,24,32
"män","Teknik och tillverkning"," Uppsala län","Heltid",11,9,9,33,43,10,8,8,25,38,6,6,8,20,20,4,5,5,16,16
"män","Teknik och tillverkning"," Uppsala län","Deltid",17,14,24,19,36,16,14,23,19,33,8,10,16,12,23,5,9,14,9,16
"män","Teknik och tillverkning"," Södermanlands län","Totalt",14,9,24,43,78,13,9,24,34,69,11,7,18,23,56,8,5,17,20,51
"män","Teknik och tillverkning"," Södermanlands län","Heltid",11,0,6,24,48,10,3,6,19,42,8,3,5,14,31,5,3,5,12,28
"män","Teknik och tillverkning"," Södermanlands län","Deltid",3,7,18,19,30,3,7,18,18,29,3,5,13,10,27,3,3,12,8,23
"män","Teknik och tillverkning"," Östergötlands län","Totalt",27,20,22,60,111,22,17,17,46,85,17,16,10,34,58,12,14,10,26,46
"män","Teknik och tillverkning"," Östergötlands län","Heltid",9,4,9,36,58,9,4,7,25,45,6,4,4,20,27,5,4,4,16,21
"män","Teknik och tillverkning"," Östergötlands län","Deltid",18,16,13,24,53,14,14,12,23,48,12,12,7,15,34,7,10,7,11,26
"män","Teknik och tillverkning"," Jönköpings län","Totalt",40,28,40,62,80,36,27,38,54,70,30,21,33,42,59,19,18,30,34,48
"män","Teknik och tillverkning"," Jönköpings län","Heltid",16,8,6,27,31,15,8,6,22,25,11,6,5,17,18,6,3,5,13,15
"män","Teknik och tillverkning"," Jönköpings län","Deltid",24,20,34,35,49,22,20,33,35,47,20,16,29,26,42,13,15,26,21,33
"män","Teknik och tillverkning"," Kronobergs län","Totalt",19,13,23,31,45,15,12,21,27,40,11,8,19,21,26,8,8,17,17,19
"män","Teknik och tillverkning"," Kronobergs län","Heltid",11,5,3,19,26,10,5,3,16,22,7,3,3,13,11,5,0,3,11,10
"män","Teknik och tillverkning"," Kronobergs län","Deltid",8,8,20,12,19,6,8,18,12,19,4,7,16,8,16,3,7,15,6,9
"män","Teknik och tillverkning"," Kalmar län","Totalt",60,30,19,24,42,56,30,17,24,36,55,27,13,18,25,55,27,10,14,20
"män","Teknik och tillverkning"," Kalmar län","Heltid",5,3,3,11,24,4,3,3,11,20,4,0,3,10,11,4,3,3,7,8
"män","Teknik och tillverkning"," Kalmar län","Deltid",55,28,16,13,18,52,28,14,13,16,51,26,11,8,14,51,26,9,7,12
"män","Teknik och tillverkning"," Gotlands län","Totalt",3,3,7,13,16,0,3,7,9,10,3,3,6,8,6,3,0,6,5,5
"män","Teknik och tillverkning"," Gotlands län","Heltid",0,0,3,4,6,0,0,0,3,5,0,0,0,3,3,0,0,3,3,3
"män","Teknik och tillverkning"," Gotlands län","Deltid",0,0,6,9,10,3,3,6,8,6,3,0,5,6,4,0,0,5,4,4
"män","Teknik och tillverkning"," Blekinge län","Totalt",15,4,17,21,45,12,4,13,12,36,9,4,12,9,30,5,4,10,6,27
"män","Teknik och tillverkning"," Blekinge län","Heltid",6,0,5,14,24,5,0,4,7,20,3,3,4,4,16,0,0,3,3,14
"män","Teknik och tillverkning"," Blekinge län","Deltid",9,3,12,7,21,8,3,11,6,18,6,3,9,6,15,3,3,7,4,14
"män","Teknik och tillverkning"," Skåne län","Totalt",119,69,113,196,354,108,63,105,170,304,64,48,75,129,197,42,39,68,98,152
"män","Teknik och tillverkning"," Skåne län","Heltid",40,20,26,114,167,39,19,24,98,150,27,15,18,69,91,20,11,16,53,74
"män","Teknik och tillverkning"," Skåne län","Deltid",79,49,87,82,187,72,46,84,80,173,37,34,60,62,120,22,29,55,46,85
"män","Teknik och tillverkning"," Hallands län","Totalt",26,17,35,52,74,26,17,32,35,68,20,14,29,24,54,15,12,27,20,40
"män","Teknik och tillverkning"," Hallands län","Heltid",18,6,12,27,28,18,6,12,17,25,17,6,11,14,16,14,6,10,12,12
"män","Teknik och tillverkning"," Hallands län","Deltid",8,11,23,25,46,8,11,21,22,45,3,8,19,13,40,3,6,18,11,28
"män","Teknik och tillverkning"," Västra Götalands län","Totalt",373,202,354,433,661,297,194,332,360,495,261,148,240,284,380,233,130,215,253,330
"män","Teknik och tillverkning"," Västra Götalands län","Heltid",226,91,136,263,385,219,88,131,214,297,199,71,117,188,221,187,61,103,175,201
"män","Teknik och tillverkning"," Västra Götalands län","Deltid",147,111,218,170,276,89,107,203,157,235,71,78,124,102,186,54,70,113,82,150
"män","Teknik och tillverkning"," Värmlands län","Totalt",12,8,18,33,60,12,8,13,30,54,9,6,10,24,48,7,6,10,20,41
"män","Teknik och tillverkning"," Värmlands län","Heltid",6,0,4,16,29,6,3,4,14,28,6,3,3,11,23,5,0,3,10,21
"män","Teknik och tillverkning"," Värmlands län","Deltid",6,6,14,17,31,6,6,10,17,27,3,4,8,13,26,0,4,8,10,20
"män","Teknik och tillverkning"," Örebro län","Totalt",16,14,19,52,106,13,12,16,44,85,11,8,11,29,66,8,6,9,20,54
"män","Teknik och tillverkning"," Örebro län","Heltid",12,3,11,21,55,9,3,9,18,46,8,3,7,9,34,7,0,5,5,30
"män","Teknik och tillverkning"," Örebro län","Deltid",4,11,8,31,51,4,10,7,28,42,3,6,4,21,34,3,4,4,16,25
"män","Teknik och tillverkning"," Västmanlands län","Totalt",38,33,52,77,121,38,30,44,67,101,29,24,24,40,80,20,22,24,35,63
"män","Teknik och tillverkning"," Västmanlands län","Heltid",18,11,14,44,74,18,11,13,37,64,13,9,8,23,51,9,7,8,20,40
"män","Teknik och tillverkning"," Västmanlands län","Deltid",20,22,38,33,47,20,21,32,33,42,16,15,17,19,31,11,15,17,15,23
"män","Teknik och tillverkning"," Dalarnas län","Totalt",21,19,27,39,51,21,19,26,34,43,17,14,19,26,27,13,12,18,19,16
"män","Teknik och tillverkning"," Dalarnas län","Heltid",5,9,15,28,36,5,9,14,24,30,4,8,10,18,16,3,8,9,15,10
"män","Teknik och tillverkning"," Dalarnas län","Deltid",16,10,12,11,15,16,10,12,11,15,13,6,9,8,12,10,4,9,4,7
"män","Teknik och tillverkning"," Gävleborgs län","Totalt",22,22,23,21,74,16,17,19,17,62,10,13,12,12,46,5,12,10,6,38
"män","Teknik och tillverkning"," Gävleborgs län","Heltid",10,5,12,11,31,8,4,8,7,28,6,3,5,5,17,3,3,4,3,15
"män","Teknik och tillverkning"," Gävleborgs län","Deltid",12,17,11,10,43,10,13,11,10,36,4,10,7,7,31,0,9,6,3,25
"män","Teknik och tillverkning"," Västernorrlands län","Totalt",9,20,18,22,60,9,17,17,18,55,4,12,13,13,45,3,8,12,10,41
"män","Teknik och tillverkning"," Västernorrlands län","Heltid",5,5,14,15,40,5,5,13,12,38,3,3,9,9,31,3,0,8,7,28
"män","Teknik och tillverkning"," Västernorrlands län","Deltid",4,15,4,7,20,4,14,4,7,19,0,11,4,5,15,3,7,4,3,13
"män","Teknik och tillverkning"," Jämtlands län","Totalt",6,3,3,22,21,6,3,3,19,16,4,3,3,17,11,3,3,3,15,6
"män","Teknik och tillverkning"," Jämtlands län","Heltid",3,3,0,15,12,3,0,0,12,10,3,3,0,11,6,3,0,0,10,4
"män","Teknik och tillverkning"," Jämtlands län","Deltid",3,0,3,7,9,3,0,3,7,7,3,0,3,6,6,3,0,0,5,3
"män","Teknik och tillverkning"," Västerbottens län","Totalt",4,3,7,43,54,4,3,7,35,51,3,0,6,29,41,0,0,4,23,31
"män","Teknik och tillverkning"," Västerbottens län","Heltid",3,0,3,38,31,3,0,3,31,29,3,0,3,26,27,0,0,3,20,22
"män","Teknik och tillverkning"," Västerbottens län","Deltid",0,3,4,5,23,3,3,4,5,23,0,0,3,4,15,0,0,3,3,10
"män","Teknik och tillverkning"," Norrbottens län","Totalt",6,5,12,31,52,6,4,10,24,46,4,4,8,21,33,3,4,8,15,29
"män","Teknik och tillverkning"," Norrbottens län","Heltid",0,0,6,23,42,0,0,5,19,37,0,0,4,17,24,0,3,4,13,21
"män","Teknik och tillverkning"," Norrbottens län","Deltid",5,4,6,8,10,5,3,6,7,9,4,3,4,6,9,0,3,4,3,8
"män","Teknik och tillverkning","Uppgift saknas","Totalt",9,0,16,27,49,8,3,14,23,40,4,0,8,18,27,4,0,7,11,20
"män","Teknik och tillverkning","Uppgift saknas","Heltid",6,0,7,15,20,6,0,7,12,16,3,0,3,8,12,3,0,3,7,9
"män","Teknik och tillverkning","Uppgift saknas","Deltid",3,0,9,12,29,3,3,9,11,25,3,3,6,10,16,0,0,4,4,11
"män","Transporttjänster","Samtliga län","Totalt",23,121,257,11,136,21,121,256,11,133,19,55,99,8,48,12,46,75,8,39
"män","Transporttjänster","Samtliga län","Heltid",0,76,236,0,125,0,76,235,0,122,0,31,83,0,40,0,29,61,0,33
"män","Transporttjänster","Samtliga län","Deltid",23,45,21,11,11,21,45,21,11,11,19,24,16,8,8,12,17,14,8,6
"män","Transporttjänster"," Stockholms län","Totalt",4,24,57,3,14,4,24,56,3,13,3,13,24,3,6,3,10,18,3,5
"män","Transporttjänster"," Stockholms län","Heltid",0,17,55,0,14,0,17,54,0,13,0,8,23,0,6,0,8,17,0,5
"män","Transporttjänster"," Stockholms län","Deltid",4,7,3,0,0,4,7,0,0,0,3,5,0,0,0,3,3,0,0,0
"män","Transporttjänster"," Uppsala län","Totalt",0,3,12,0,3,0,3,12,3,3,0,3,0,0,0,0,0,0,3,0
"män","Transporttjänster"," Uppsala län","Heltid",0,3,11,0,3,0,3,11,0,0,0,3,0,0,0,0,3,3,0,3
"män","Transporttjänster"," Uppsala län","Deltid",0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
"män","Transporttjänster"," Södermanlands län","Totalt",0,0,15,0,3,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0
"män","Transporttjänster"," Södermanlands län","Heltid",0,0,15,0,3,0,0,15,0,3,0,0,4,0,0,0,0,3,0,0
"män","Transporttjänster"," Södermanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"män","Transporttjänster"," Östergötlands län","Totalt",0,6,13,0,3,0,6,13,0,3,0,3,3,0,0,0,3,0,0,0
